,length,score
2061,2009,0
2062,201,-18
2063,457,3
2064,188,0
2065,2269,0
2066,6177,4
2067,1225,1
2068,79,2
2069,169,0
2070,979,0
2071,103,3
2072,436,0
2073,2470,0
2074,360,3
2075,258,1
2076,258,6
2077,1289,6
2078,780,1
2079,573,0
2080,279,4
2081,592,0
2082,846,0
2083,231,0
2084,7099,6
2085,202,0
2086,1876,2
2087,621,2
2088,1418,1
2089,376,0
2090,271,0
2091,310,26
2092,339,1
2093,1394,1
2094,409,1
2095,762,1
2096,973,0
2097,1637,1
2098,921,0
2099,70,3
2100,998,8
2101,358,1
2102,234,0
2103,938,0
2104,295,1
2105,1741,4
2106,474,1
2107,963,1
2108,327,1
2109,599,1
2110,1321,2
2111,245,10
2112,169,0
2113,314,0
2114,585,1
2115,569,3
2116,613,0
2117,439,0
2118,347,-1
2119,541,0
2120,510,0
2121,374,6
2122,358,1
2123,1827,2
2124,382,1
2125,1391,1
2126,222,0
2127,1171,7
2128,594,5
2129,526,1
2130,671,1
2131,1063,-1
2132,268,1
2133,2020,1
2134,1115,0
2135,355,0
2136,785,1
2137,1307,0
2138,756,0
2139,550,0
2140,300,0
2141,306,5
2142,203,0
2143,153,2
2144,1087,3
2145,661,2
2146,324,1
2147,283,1
2148,532,0
2149,137,1
2150,282,0
2151,1026,3
2152,836,2
2153,583,0
2154,1196,1
2155,597,1
2156,224,14
2157,509,1
2158,280,0
2159,694,-1
2160,168,0
2161,1201,1
2162,564,0
2163,2776,21
2164,199,1
2165,301,0
2166,133,1
2167,685,30
2168,785,11
2169,123,0
2170,312,0
2171,185,0
2172,486,1
2173,342,0
2174,750,0
2175,561,1
2176,453,1
2177,400,1
2178,234,1
2179,1143,1
2180,702,0
2181,1006,1
2182,164,0
2183,304,1
2184,208,2
2185,203,8
2186,1210,1
2187,3049,53
2188,265,2
2189,228,1
2190,268,0
2191,432,28
2192,135,1
2193,509,0
2194,1150,0
2195,1038,1
2196,521,0
2197,477,2
2198,177,0
2199,206,0
2200,576,26
2201,1038,1
2202,553,3
2203,592,1
2204,167,1
2205,543,0
2206,2268,0
2207,428,17
2208,739,0
2209,1276,4
2210,234,0
2211,42,2
2212,206,2
2213,307,2
2214,9018,1
2215,408,6
2216,403,0
2217,120,2
2218,914,0
2219,1047,6
2220,518,0
2221,1233,2
2222,337,0
2223,1891,1
2224,238,1
2225,470,0
2226,626,0
2227,397,1
2228,225,10
2229,1380,0
2230,143,9
2231,337,0
2232,78,0
2233,1086,4
2234,321,76
2235,1141,0
2236,1220,1
2237,485,1
2238,574,9
2239,385,0
2240,271,3
2241,1415,0
2242,2051,2
2243,488,2
2244,1935,0
2245,330,0
2246,608,1
2247,2062,0
2248,2922,0
2249,289,10
2250,253,0
2251,301,3
2252,1144,1
2253,118,0
2254,782,0
2255,82,1
2256,98,12
2257,262,0
2258,679,0
2259,563,0
2260,1298,1
2261,561,1
2262,627,0
2263,2307,7
2264,775,1
2265,2139,1
2266,295,2
2267,219,0
2268,321,0
2269,110,0
2270,509,1
2271,536,0
2272,622,2
2273,1017,3
2274,96,4
2275,892,7
2276,497,4
2277,490,0
2278,72,0
2279,438,0
2280,280,1
2281,564,0
2282,775,1
2283,325,18
2284,244,-1
2285,832,0
2286,473,2
2287,656,0
2288,1111,-1
2289,713,2
2290,289,13
2291,648,2
2292,693,2
2293,1288,3
2294,1042,0
2295,666,0
2296,566,0
2297,235,0
2298,662,0
2299,2375,0
2300,357,0
2301,235,0
2302,1299,4
2303,1331,1
2304,819,1
2305,701,1
2306,244,4
2307,653,0
2308,293,0
2309,921,1
2310,198,1
2311,161,4
2312,913,1
2313,1104,1
2314,414,0
2315,1620,1
2316,1016,3
2317,470,1
2318,366,4
2319,131,2
2320,112,4
2321,1470,5
2322,1912,3
2323,1102,8
2324,1424,0
2325,922,2
2326,369,1
2327,427,0
2328,794,2
2329,1202,0
2330,225,1
2331,150,1
2332,450,0
2333,770,0
2334,697,0
2335,740,1
2336,1007,1
2337,423,1
2338,319,0
2339,756,4
2340,1078,0
2341,410,3
2342,149,1
2343,3204,0
2344,143,2
2345,235,0
2346,1361,6
2347,433,2
2348,461,0
2349,1583,1
2350,596,1
2351,1580,2
2352,382,0
2353,490,0
2354,262,85
2355,3721,0
2356,130,1
2357,899,1
2358,1122,-1
2359,298,0
2360,620,10
2361,1027,4
2362,253,1
2363,364,3
2364,902,4
2365,1049,1
2366,507,0
2367,320,0
2368,1151,2
2369,469,0
2370,358,5
2371,724,1
2372,145,0
2373,2507,2
2374,1499,0
2375,1602,-1
2376,464,0
2377,500,2
2378,472,0
2379,712,2
2380,199,0
2381,2486,0
2382,832,1
2383,16580,1
2384,1986,15
2385,1761,1
2386,373,0
2387,530,0
2388,104,2
2389,907,0
2390,1560,0
2391,1127,1
2392,601,2
2393,201,0
2394,2899,2
2395,1199,0
2396,610,1
2397,345,0
2398,149,1
2399,502,0
2400,1165,2
2401,462,2
2402,1171,1
2403,760,21
2404,143,1
2405,910,1
2406,1026,3
2407,460,1
2408,516,3
2409,559,2
2410,270,5
2411,217,1
2412,903,3
2413,3904,0
2414,637,0
2415,234,0
2416,1983,1
2417,600,1
2418,1620,1
2419,293,0
2420,943,0
2421,412,0
2422,439,1
2423,198,0
2424,496,0
2425,491,2
2426,1122,1
2427,1103,0
2428,112,1
2429,771,3
2430,461,0
2431,144,0
2432,166,0
2433,544,1
2434,390,0
2435,900,1
2436,445,0
2437,565,1
2438,217,0
2439,947,0
2440,533,1
2441,895,0
2442,938,2
2443,2006,0
2444,756,-3
2445,439,0
2446,281,1
2447,268,0
2448,922,1
2449,144,1
2450,686,1
2451,222,0
2452,359,1
2453,1089,2
2454,363,2
2455,196,0
2456,437,0
2457,808,0
2458,966,0
2459,316,0
2460,122,1
2461,603,0
2462,1097,3
2463,643,3
2464,470,0
2465,775,4
2466,544,2
2467,256,1
2468,417,0
2469,465,0
2470,203,1
2471,96,0
2472,372,1
2473,1036,1
2474,425,0
2475,266,0
2476,213,1
2477,489,0
2478,1191,2
2479,388,1
2480,3554,0
2481,230,1
2482,118,2
2483,280,0
2484,2100,0
2485,612,0
2486,331,1
2487,531,4
2488,674,0
2489,551,0
2490,503,0
2491,464,2
2492,476,2
2493,347,0
2494,1128,3
2495,755,0
2496,900,4
2497,281,1
2498,979,7
2499,1142,0
2500,179,0
2501,2277,1
2502,721,0
2503,778,1
2504,669,1
2505,5759,0
2506,100,0
2507,194,0
2508,329,0
2509,535,0
2510,78,1
2511,2112,0
2512,872,1
2513,427,3
2514,705,1
2515,98,0
2516,655,0
2517,455,0
2518,194,0
2519,1799,1
2520,564,1
2521,721,2
2522,389,0
2523,314,1
2524,116,0
2525,301,2
2526,6425,0
2527,123,3
2528,168,0
2529,1101,1
2530,413,4
2531,1418,0
2532,2869,4
2533,1442,1
2534,286,4
2535,1420,3
2536,460,1
2537,494,1
2538,472,1
2539,638,3
2540,1265,0
2541,340,0
2542,616,0
2543,1824,1
2544,314,13
2545,309,2
2546,211,0
2547,1388,1
2548,195,0
2549,185,0
2550,235,0
2551,597,0
2552,2163,2
2553,1972,2
2554,447,2
2555,304,1
2556,406,0
2557,206,0
2558,57,6
2559,980,0
2560,1772,0
2561,1167,0
2562,243,0
2563,513,1
2564,293,4
2565,1266,2
2566,621,0
2567,534,0
2568,262,0
2569,696,0
2570,215,0
2571,4902,5
2572,1334,2
2573,499,1
2574,688,2
2575,717,0
2576,251,2
2577,1166,5
2578,337,1
2579,745,0
2580,154,0
2581,337,0
2582,2289,1
2583,811,4
2584,1644,2
2585,1775,0
2586,259,1
2587,162,0
2588,545,2
2589,516,2
2590,1635,1
2591,148,3
2592,2039,1
2593,291,0
2594,882,5
2595,393,1
2596,121,0
2597,617,0
2598,390,0
2599,179,0
2600,1735,1
2601,1281,0
2602,476,2
2603,121,4
2604,193,1
2605,445,2
2606,1617,1
2607,742,2
2608,695,0
2609,312,-1
2610,1891,50
2611,693,0
2612,3602,3
2613,333,19
2614,1428,0
2615,1522,0
2616,289,2
2617,718,18
2618,414,2
2619,768,3
2620,139,2
2621,296,1
2622,191,1
2623,468,2
2624,807,2
2625,2524,2
2626,150,9
2627,96,1
2628,2690,0
2629,809,9
2630,153,24
2631,954,1
2632,303,0
2633,1199,3
2634,166,6
2635,372,0
2636,121,6
2637,259,0
2638,343,1
2639,1423,1
2640,761,1
2641,123,0
2642,277,1
2643,806,2
2644,147,-1
2645,182,0
2646,837,1
2647,1182,2
2648,883,3
2649,434,0
2650,1169,1
2651,2820,0
2652,241,0
2653,425,0
2654,196,2
2655,340,0
2656,380,0
2657,700,0
2658,1144,3
2659,303,0
2660,183,0
2661,442,1
2662,515,8
2663,852,10
2664,939,9
2665,1362,0
2666,618,1
2667,200,2
2668,135,1
2669,529,0
2670,519,0
2671,177,1
2672,84,0
2673,855,2
2674,1895,0
2675,405,0
2676,1230,0
2677,1599,1
2678,319,1
2679,459,7
2680,502,1
2681,559,4
2682,298,0
2683,214,2
2684,242,0
2685,785,9
2686,349,15
2687,407,0
2688,815,1
2689,1016,5
2690,265,-2
2691,1025,3
2692,213,1
2693,342,0
2694,1202,-1
2695,431,0
2696,191,0
2697,282,0
2698,304,0
2699,1732,4
2700,707,1
2701,297,1
2702,189,7
2703,832,2
2704,801,1
2705,378,0
2706,444,0
2707,559,0
2708,260,0
2709,141,1
2710,703,1
2711,186,-1
2712,246,1
2713,3927,1
2714,403,0
2715,682,1
2716,184,4
2717,174,3
2718,515,0
2719,441,6
2720,253,0
2721,804,0
2722,117,1
2723,1401,2
2724,186,1
2725,750,0
2726,1349,2
2727,153,3
2728,1755,3
2729,365,0
2730,1050,2
2731,137,1
2732,207,0
2733,600,0
2734,1344,2
2735,658,5
2736,1019,0
2737,1836,1
2738,655,1
2739,9405,2
2740,293,0
2741,700,1
2742,3163,5
2743,486,56
2744,461,1
2745,728,7
2746,571,2
2747,607,0
2748,1405,0
2749,166,3
2750,1589,2
2751,142,1
2752,2686,0
2753,107,0
2754,192,0
2755,201,1
2756,345,1
2757,260,0
2758,1408,0
2759,901,0
2760,360,4
2761,660,39
2762,809,3
2763,396,0
2764,676,1
2765,287,6
2766,176,8
2767,589,50
2768,357,2
2769,540,1
2770,458,0
2771,1391,0
2772,1253,0
2773,1414,9
2774,112,6
2775,664,152
2776,126,3
2777,855,1
2778,4423,0
2779,334,0
2780,918,0
2781,857,1
2782,427,2
2783,471,0
2784,229,0
2785,2366,2
2786,894,11
2787,1117,1
2788,550,18
2789,221,0
2790,145,3
2791,923,1
2792,92,0
2793,283,2
2794,86,2
2795,89,0
2796,1070,1
2797,126,0
2798,487,5
2799,1137,-1
2800,698,6
2801,1113,1
2802,334,12
2803,304,0
2804,1313,6
2805,531,5
2806,376,7
2807,2054,0
2808,232,0
2809,1236,0
2810,392,1
2811,1301,2
2812,263,1
2813,711,3
2814,204,6
2815,869,0
2816,1065,4
2817,724,1
2818,1248,1
2819,1004,5
2820,469,1
2821,784,0
2822,1080,1
2823,206,2
2824,757,1
2825,309,2
2826,305,0
2827,245,1
2828,785,1
2829,202,1
2830,694,1
2831,592,7
2832,346,0
2833,502,1
2834,301,0
2835,1717,0
2836,126,0
2837,484,1
2838,192,0
2839,565,29
2840,2783,1
2841,337,2
2842,4802,4
2843,1883,1
2844,1320,0
2845,188,0
2846,491,0
2847,302,0
2848,658,3
2849,229,9
2850,660,1
2851,930,0
2852,79,0
2853,488,2
2854,408,1
2855,1676,0
2856,1149,1
2857,356,0
2858,149,0
2859,993,2
2860,403,0
2861,155,0
2862,513,0
2863,5223,0
2864,3823,3
2865,734,0
2866,746,0
2867,433,0
2868,484,1
2869,444,3
2870,314,40
2871,113,0
2872,840,0
2873,78,0
2874,948,2
2875,200,0
2876,249,0
2877,535,64
2878,1607,1
2879,457,15
2880,229,4
2881,1265,7
2882,1123,4
2883,740,0
2884,755,1
2885,798,2
2886,289,0
2887,1676,1
2888,961,0
2889,164,0
2890,555,0
2891,199,11
2892,3531,2
2893,986,0
2894,317,2
2895,317,3
2896,587,1
2897,786,0
2898,281,0
2899,325,0
2900,1464,2
2901,67,1
2902,313,0
2903,505,0
2904,346,3
2905,687,0
2906,1498,883
2907,655,2
2908,110,0
2909,655,0
2910,456,4
2911,1035,1
2912,756,2
2913,1187,3
2914,218,0
2915,652,4
2916,195,1
2917,247,1
2918,237,0
2919,1065,1
2920,256,4
2921,128,0
2922,49,3
2923,256,10
2924,262,2
2925,189,17
2926,443,1
2927,919,0
2928,531,2
2929,441,1
2930,533,1
2931,1451,1
2932,470,0
2933,506,3
2934,200,0
2935,1605,0
2936,425,0
2937,362,1
2938,2848,0
2939,353,1
2940,796,0
2941,662,1
2942,336,2
2943,834,0
2944,211,0
2945,339,0
2946,962,0
2947,409,4
2948,341,0
2949,262,1
2950,756,0
2951,369,0
2952,468,0
2953,844,0
2954,795,1
2955,3565,1
2956,2676,1
2957,468,1
2958,2367,1
2959,640,1
2960,538,1
2961,425,2
2962,263,0
2963,441,3
2964,622,6
2965,242,1
2966,894,0
2967,848,1
2968,1019,1
2969,371,6
2970,1312,-1
2971,3617,0
2972,908,-2
2973,932,1
2974,563,3
2975,857,0
2976,791,5
2977,238,0
2978,415,2
2979,497,1
2980,617,1
2981,1496,1
2982,1166,5
2983,1066,1
2984,517,3
2985,1160,2
2986,707,0
2987,389,1
2988,819,0
2989,154,0
2990,572,1
2991,1655,0
2992,1447,0
2993,248,0
2994,718,34
2995,852,0
2996,611,9
2997,184,0
2998,224,0
2999,602,1
3000,581,4
3001,159,2
3002,1252,3
3003,509,0
3004,1381,1
3005,640,9
3006,587,0
3007,206,0
3008,391,0
3009,507,0
3010,116,0
3011,1057,3
3012,594,3
3013,285,1
3014,392,0
3015,1554,1
3016,248,-1
3017,322,0
3018,234,0
3019,2122,2
3020,168,2
3021,376,1
3022,301,2
3023,237,8
3024,231,0
3025,419,0
3026,110,0
3027,572,1
3028,431,0
3029,1150,0
3030,2148,0
3031,4067,9
3032,639,0
3033,224,0
3034,1489,1
3035,400,0
3036,910,5
3037,335,4
3038,602,2
3039,2477,1
3040,2223,2
3041,244,0
3042,2192,2
3043,1334,0
3044,948,0
3045,559,0
3046,496,2
3047,318,0
3048,996,113
3049,216,0
3050,725,1
3051,795,1
3052,291,0
3053,384,0
3054,449,0
3055,273,4
3056,58,2
3057,282,9
3058,5122,4
3059,415,0
3060,197,1
3061,616,1
3062,484,8
3063,877,0
3064,284,5
3065,1166,0
3066,533,30
3067,943,0
3068,3177,2
3069,391,2
3070,752,0
3071,412,2
3072,386,1
3073,541,1
3074,1346,3
3075,441,2
3076,361,1
3077,461,2
3078,1272,5
3079,2501,54
3080,444,1
3081,4241,24
3082,550,47
3083,1078,0
3084,1454,2
3085,478,0
3086,793,26
3087,4127,13
3088,302,27
3089,1356,2
3090,161,1
3091,636,4
3092,3891,2
3093,647,9
3094,196,1
3095,600,1
3096,960,0
3097,1434,0
3098,2482,0
3099,177,-2
3100,267,0
3101,428,4
3102,470,0
3103,282,0
3104,417,0
3105,1173,5
3106,238,1
3107,484,0
3108,387,0
3109,910,5
3110,452,0
3111,92,1
3112,516,1
3113,183,1
3114,128,3
3115,1222,0
3116,1482,1
3117,1056,0
3118,198,1
3119,2076,0
3120,126,0
3121,323,2
3122,287,0
3123,725,1
3124,1457,3
3125,2500,1
3126,548,1
3127,246,5
3128,220,4
3129,1270,0
3130,172,1
3131,429,0
3132,1062,1
3133,505,2
3134,1122,1
3135,1175,7
3136,1461,1
3137,756,4
3138,1347,1
3139,382,0
3140,258,0
3141,925,0
3142,927,1
3143,1707,2
3144,1093,0
3145,281,3
3146,1177,1
3147,781,3
3148,1197,4
3149,307,1
3150,678,0
3151,394,3
3152,268,0
3153,211,1
3154,180,0
3155,151,0
3156,345,1
3157,319,1
3158,2150,1
3159,196,0
3160,973,1
3161,101,2
3162,368,1
3163,1425,1
3164,658,8
3165,735,0
3166,270,4
3167,645,0
3168,1378,3
3169,496,1
3170,706,2
3171,257,0
3172,260,0
3173,729,8
3174,690,1
3175,245,4
3176,552,0
3177,321,0
3178,164,0
3179,181,0
3180,287,1
3181,1880,130
3182,1979,1
3183,233,3
3184,1176,1
3185,1391,2
3186,1083,6
3187,205,6
3188,235,0
3189,312,5
3190,838,2
3191,531,0
3192,496,1
3193,489,1
3194,121,0
3195,150,1
3196,566,0
3197,157,8
3198,298,1
3199,696,0
3200,291,1
3201,423,0
3202,4352,4
3203,488,1
3204,314,1
3205,216,1
3206,74,4
3207,343,-1
3208,318,4
3209,1340,2
3210,809,0
3211,188,7
3212,302,2
3213,926,0
3214,503,0
3215,214,1
3216,1804,2
3217,59,0
3218,391,1
3219,119,3
3220,422,2
3221,771,0
3222,798,0
3223,287,4
3224,232,13
3225,91,0
3226,1769,5
3227,708,1
3228,1304,0
3229,1137,0
3230,1849,2
3231,309,6
3232,1157,1
3233,680,0
3234,746,1
3235,777,7
3236,2379,0
3237,255,8
3238,343,0
3239,89,2
3240,921,2
3241,1335,2
3242,602,24
3243,573,1
3244,400,2
3245,560,1
3246,1027,0
3247,297,-1
3248,318,0
3249,113,-1
3250,620,7
3251,329,2
3252,508,4
3253,1444,2
3254,863,2
3255,169,0
3256,798,0
3257,1734,0
3258,434,0
3259,595,0
3260,668,0
3261,102,-2
3262,1727,0
3263,163,0
3264,1025,2
3265,279,1
3266,1431,27
3267,341,1
3268,252,4
3269,2401,1
3270,205,56
3271,333,1
3272,304,0
3273,185,1
3274,352,1
3275,417,2
3276,544,0
3277,327,1
3278,187,1
3279,1012,0
3280,285,2
3281,1084,0
3282,648,0
3283,209,1
3284,343,0
3285,333,1
3286,648,2
3287,217,0
3288,154,0
3289,539,0
3290,498,0
3291,1316,0
3292,81,0
3293,347,-1
3294,652,0
3295,1122,1
3296,1115,9
3297,671,3
3298,222,1
3299,786,1
3300,1254,1
3301,1753,1
3302,1255,0
3303,427,0
3304,521,31
3305,2300,7
3306,271,2
3307,444,4
3308,1306,2
3309,892,2
3310,592,1
3311,559,1
3312,600,1
3313,267,1
3314,104,0
3315,1138,3
3316,217,2
3317,822,0
3318,1412,-1
3319,1364,0
3320,877,1
3321,703,3
3322,288,4
3323,172,0
3324,7208,2
3325,425,0
3326,159,2
3327,394,0
3328,1661,1
3329,2719,1
3330,306,0
3331,649,0
3332,824,1
3333,72,3
3334,1131,5
3335,151,0
3336,3371,5
3337,1207,1
3338,162,0
3339,775,1
3340,182,3
3341,612,1
3342,902,1
3343,935,0
3344,1305,1
3345,156,0
3346,149,1
3347,825,1
3348,1217,0
3349,503,2
3350,366,26
3351,306,4
3352,359,1
3353,403,0
3354,424,1
3355,735,0
3356,388,1
3357,1066,3
3358,1498,5
3359,2242,1
3360,367,2
3361,232,3
3362,217,-1
3363,403,2
3364,487,7
3365,3543,1
3366,3173,3
3367,354,0
3368,835,2
3369,327,1
3370,446,3
3371,1495,1
3372,417,0
3373,938,1
3374,482,1
3375,1425,2
3376,522,1
3377,1467,0
3378,156,1
3379,710,1
3380,507,16
3381,248,0
3382,319,0
3383,905,18
3384,723,0
3385,3403,5
3386,253,1
3387,1663,7
3388,646,3
3389,1332,2
3390,603,1
3391,524,3
3392,2169,14
3393,831,9
3394,3431,0
3395,168,1
3396,450,0
3397,625,1
3398,405,1
3399,785,1
3400,347,1
3401,157,1
3402,417,2
3403,656,1
3404,870,1
3405,4337,0
3406,1806,1
3407,704,40
3408,557,4
3409,940,0
3410,589,1
3411,629,0
3412,1782,1
3413,356,5
3414,288,4
3415,733,4
3416,476,0
3417,277,0
3418,341,5
3419,984,0
3420,536,1
3421,763,0
3422,577,0
3423,1400,0
3424,945,4
3425,339,0
3426,651,0
3427,397,1
3428,592,0
3429,173,1
3430,689,2
3431,1785,0
3432,784,3
3433,638,0
3434,135,0
3435,417,4
3436,2603,4
3437,288,0
3438,859,0
3439,214,4
3440,198,2
3441,158,1
3442,971,2
3443,1095,1
3444,1179,0
3445,616,7
3446,218,0
3447,587,0
3448,252,1
3449,93,4
3450,2895,0
3451,309,1
3452,1236,1
3453,626,1
3454,911,0
3455,288,4
3456,1325,2
3457,168,0
3458,782,37
3459,357,2
3460,657,1
3461,4780,0
3462,1220,3
3463,304,0
3464,2012,0
3465,314,0
3466,589,1
3467,876,4
3468,467,0
3469,682,1
3470,231,1
3471,488,73
3472,668,1
3473,868,3
3474,549,0
3475,766,3
3476,1464,4
3477,448,1
3478,240,13
3479,874,15
3480,319,2
3481,183,6
3482,298,2
3483,620,0
3484,1333,0
3485,742,11
3486,1141,4
3487,546,2
3488,560,0
3489,169,2
3490,877,2
3491,201,8
3492,942,0
3493,233,1
3494,1043,0
3495,114,8
3496,100,0
3497,291,3
3498,763,2
3499,353,4
3500,325,0
3501,785,0
3502,559,0
3503,109,1
3504,197,0
3505,51,22
3506,142,-4
3507,1088,4
3508,118,0
3509,878,2
3510,151,0
3511,876,0
3512,666,5
3513,461,1
3514,1175,2
3515,324,1
3516,765,12
3517,343,12
3518,260,2
3519,972,0
3520,224,3
3521,826,0
3522,253,0
3523,622,0
3524,870,1
3525,596,0
3526,55,0
3527,1709,56
3528,518,1
3529,302,3
3530,2114,2
3531,985,1
3532,1566,4
3533,944,0
3534,206,1
3535,1402,3
3536,221,1
3537,951,0
3538,188,4
3539,229,1
3540,1584,0
3541,634,0
3542,315,1
3543,934,2
3544,223,0
3545,205,2
3546,376,0
3547,568,0
3548,603,3
3549,506,1
3550,443,0
3551,1411,1
3552,178,1
3553,2099,2
3554,2203,0
3555,939,-1
3556,336,2
3557,639,0
3558,193,2
3559,124,2
3560,155,1
3561,1010,0
3562,998,1
3563,498,0
3564,586,1
3565,168,1
3566,1190,14
3567,541,5
3568,1160,3
3569,991,2
3570,752,2
3571,1792,0
3572,236,2
3573,1253,20
3574,555,0
3575,1062,-1
3576,602,2
3577,585,5
3578,2532,0
3579,394,5
3580,2374,0
3581,421,0
3582,567,0
3583,195,0
3584,349,0
3585,286,1
3586,1209,0
3587,350,1
3588,1089,0
3589,968,3
3590,1305,3
3591,1297,1
3592,446,0
3593,1016,0
3594,267,5
3595,4847,5
3596,204,0
3597,662,0
3598,274,0
3599,506,0
3600,310,0
3601,476,0
3602,537,0
3603,139,1
3604,892,0
3605,332,0
3606,102,0
3607,432,1
3608,772,7
3609,105,1
3610,931,0
3611,248,1
3612,452,1
3613,4251,0
3614,476,1
3615,763,0
3616,1515,5
3617,891,0
3618,558,0
3619,120,0
3620,577,0
3621,587,4
3622,839,0
3623,367,1
3624,108,0
3625,459,2
3626,3836,0
3627,508,0
3628,188,1
3629,647,4
3630,577,1
3631,1127,0
3632,133,9
3633,3018,2
3634,831,0
3635,225,0
3636,1178,0
3637,1512,0
3638,724,1
3639,362,0
3640,478,1
3641,518,5
3642,425,0
3643,714,5
3644,530,0
3645,416,1
3646,358,-1
3647,165,0
3648,213,2
3649,890,0
3650,215,-3
3651,1745,1
3652,1390,0
3653,405,3
3654,1462,3
3655,91,0
3656,133,0
3657,622,2
3658,1300,0
3659,852,0
3660,918,1
3661,578,1
3662,1148,1
3663,2333,14
3664,169,3
3665,776,0
3666,218,45
3667,501,1
3668,965,0
3669,119,0
3670,1266,0
3671,134,4
3672,1194,2
3673,939,1
3674,568,0
3675,452,3
3676,313,4
3677,266,5
3678,1439,4
3679,1704,3
3680,1437,3
3681,111,3
3682,322,2
3683,738,1
3684,1356,0
3685,129,13
3686,2411,0
3687,143,3
3688,368,1
3689,450,1
3690,253,0
3691,467,0
3692,414,2
3693,1437,0
3694,412,1
3695,392,1
3696,3799,0
3697,591,0
3698,826,0
3699,1084,1
3700,878,2
3701,126,-1
3702,2889,0
3703,666,1
3704,187,5
3705,635,1
3706,201,4
3707,487,1
3708,301,0
3709,143,2
3710,1279,0
3711,323,1
3712,499,1
3713,395,0
3714,266,2
3715,185,8
3716,116,0
3717,230,1
3718,621,0
3719,3052,1
3720,276,3
3721,892,3
3722,567,4
3723,1180,0
3724,309,1
3725,830,0
3726,1983,2
3727,531,4
3728,2173,3
3729,973,2
3730,566,2
3731,1503,3
3732,781,2
3733,810,4
3734,336,1
3735,69,1
3736,211,-1
3737,672,1
3738,676,1
3739,1601,2
3740,274,7
3741,417,1
3742,2153,0
3743,167,2
3744,222,1
3745,818,1
3746,1178,0
3747,289,0
3748,651,1
3749,425,2
3750,813,3
3751,655,2
3752,796,3
3753,431,0
3754,183,0
3755,1076,2
3756,225,0
3757,178,13
3758,986,0
3759,517,0
3760,601,0
3761,738,1
3762,840,1
3763,1122,4
3764,1451,1
3765,323,1
3766,667,-1
3767,657,19
3768,421,0
3769,272,7
3770,648,1
3771,572,3
3772,424,9
3773,743,0
3774,290,3
3775,2230,2
3776,377,0
3777,255,1
3778,515,5
3779,993,1
3780,951,3
3781,1279,10
3782,237,22
3783,441,0
3784,196,0
3785,919,6
3786,195,3
3787,212,1
3788,397,1
3789,645,1
3790,537,4
3791,2361,5
3792,540,1
3793,314,2
3794,756,1
3795,1249,3
3796,229,1
3797,406,2
3798,1375,9
3799,4214,3
3800,104,0
3801,100,0
3802,922,1
3803,696,0
3804,67,0
3805,727,0
3806,234,2
3807,112,0
3808,182,1
3809,995,14
3810,564,1
3811,999,10
3812,730,0
3813,3490,0
3814,324,1
3815,177,3
3816,691,0
3817,420,0
3818,1469,1
3819,503,0
3820,351,3
3821,1508,0
3822,1478,1
3823,486,1
3824,147,5
3825,221,0
3826,744,4
3827,516,1
3828,1810,2
3829,469,3
3830,311,0
3831,1163,0
3832,640,3
3833,1449,7
3834,1163,1
3835,1154,2
3836,350,0
3837,747,-1
3838,550,1
3839,1276,1
3840,857,-1
3841,921,0
3842,479,0
3843,971,4
3844,710,0
3845,268,1
3846,1008,8
3847,509,0
3848,85,1
3849,997,0
3850,865,2
3851,2151,5
3852,613,0
3853,123,-1
3854,615,1
3855,904,0
3856,2205,5
3857,828,0
3858,584,1
3859,1243,2
3860,300,1
3861,772,0
3862,393,0
3863,430,1
3864,209,1
3865,1178,2
3866,882,2
3867,269,0
3868,2087,4
3869,745,0
3870,189,2
3871,692,1
3872,274,2
3873,2117,4
3874,1393,0
3875,402,1
3876,496,18
3877,850,2
3878,115,0
3879,1560,0
3880,2067,2
3881,1513,0
3882,283,2
3883,193,1
3884,1333,0
3885,955,1
3886,496,0
3887,530,0
3888,488,2
3889,3029,3
3890,404,-1
3891,786,1
3892,279,3
3893,977,0
3894,294,1
3895,334,0
3896,281,1
3897,959,5
3898,522,0
3899,2191,0
3900,1249,1
3901,441,3
3902,965,0
3903,1757,2
3904,879,1
3905,293,2
3906,850,23
3907,159,2
3908,459,0
3909,537,1
3910,301,1
3911,893,0
3912,1753,0
3913,1263,1
3914,303,1
3915,130,1
3916,224,1
3917,1663,1
3918,337,0
3919,696,3
3920,591,49
3921,443,1
3922,465,4
3923,415,1
3924,72,0
3925,3758,0
3926,953,4
3927,2869,7
3928,1040,10
3929,332,0
3930,1426,3
3931,899,174
3932,179,4
3933,69,1
3934,269,4
3935,4118,0
3936,1086,2
3937,2121,1
3938,248,1
3939,602,3
3940,1726,6
3941,658,6
3942,642,1
3943,776,2
3944,173,0
3945,1217,0
3946,1713,1
3947,1295,0
3948,217,0
3949,438,0
3950,323,0
3951,475,0
3952,434,0
3953,420,12
3954,962,247
3955,217,0
3956,5976,2
3957,907,0
3958,788,0
3959,206,0
3960,1699,7
3961,327,0
3962,195,0
3963,471,1
3964,137,0
3965,989,0
3966,1010,0
3967,380,-2
3968,90,2
3969,994,0
3970,1137,5
3971,178,0
3972,788,2
3973,214,1
3974,774,0
3975,2197,1
3976,181,3
3977,370,1
3978,614,1
3979,278,2
3980,283,0
3981,515,1
3982,10294,39
3983,219,0
3984,663,0
3985,772,3
3986,660,0
3987,207,1
3988,2175,3
3989,863,0
